Brand,Model,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Mercedes-Benz,S 350,NA,sedan,34,3.5,Diesel,yes,2014
Renault,Laguna,2650,vagon,1,1,Diesel,no,2006
Volkswagen,Passat CC,23300,sedan,115,1.8,Petrol,yes,2012
BMW,X5,25500,crossover,210,3,Gas,yes,2008
Volkswagen,Passat B7,20900,sedan,122,2,Petrol,yes,2012
Renault,Laguna,3700,hatch,310,2,Petrol,yes,1996
Toyota,Corolla,9500,sedan,125,1.6,Petrol,yes,2009
Mercedes-Benz,GL 350,61500,crossover,121,3,Diesel,yes,2013
Toyota,Rav 4,NA,crossover,43,2.2,Diesel,yes,2013
Volkswagen,Passat B5,8800,other,217,1.9,Diesel,yes,2005
BMW,520,34900,vagon,136,2,Diesel,yes,2012
Audi,A6,3600,vagon,200,2.5,Diesel,yes,1999
Mercedes-Benz,C-Class,28000,other,12,1.8,Petrol,yes,2013
Mercedes-Benz,G 63 AMG,140000,crossover,88,5.46,Petrol,yes,2013
BMW,520,25800,sedan,203,2,Diesel,yes,2010
Mitsubishi,Pajero Wagon,25999,crossover,86,3.2,Diesel,yes,2011
Volkswagen,Passat B8,29600,sedan,11,1.4,Petrol,yes,2016
BMW,318,3200,sedan,178,1.9,Petrol,no,2001
Mercedes-Benz,Vito,6900,van,200,2.3,Diesel,yes,1999
Mercedes-Benz,E-Class,3550,sedan,274,3.2,Diesel,no,2002
BMW,320,2900,vagon,230,2,Diesel,no,2001
Mercedes-Benz,Vito,11500,van,307,2.2,Diesel,yes,2007
Volkswagen,T5 (Transporter),11800,van,218,1.9,Diesel,yes,2008
Mercedes-Benz,S 65 AMG,69900,sedan,76,6,Petrol,yes,2010
Audi,S4,23000,other,115,1.8,Petrol,yes,2008
Renault,Kangoo,6500,van,186,1.5,Diesel,yes,2012
Volkswagen,Golf IV,6000,vagon,284,1.9,Other,yes,2001
Toyota,Corolla,17200,sedan,50,1.6,Petrol,yes,2013
Toyota,Land Cruiser 200,76500,crossover,29,4.5,Diesel,yes,2014
Volkswagen,Sharan,6800,vagon,160,2.8,Petrol,yes,2001
Mercedes-Benz,S 63 AMG,250000,other,6,5.5,Petrol,yes,2016
Volkswagen,Vento,3750,sedan,262,1.8,Petrol,yes,1994
Volkswagen,T5 (Transporter),8000,other,300,2.5,Diesel,yes,2007
Mercedes-Benz,ML 350,58500,crossover,128,3,Diesel,yes,2013
Renault,Clio,4999,sedan,114,1.4,Other,yes,2006
BMW,X5 M,NA,crossover,6,4.4,Petrol,yes,2016
Volkswagen,Jetta,15800,sedan,56,1.4,Other,yes,2013
Volkswagen,Passat B6,9250,sedan,200,2,Diesel,yes,2007
Mitsubishi,Outlander,11300,crossover,128,2.4,Gas,yes,2008
Audi,80,1400,sedan,250,1.8,Petrol,no,1993
Toyota,Land Cruiser 200,80000,crossover,23,4.5,Diesel,yes,2014
BMW,528,11900,sedan,1,2.8,Petrol,yes,2002
Volkswagen,Polo,9500,hatch,29,1.4,Petrol,yes,2014
BMW,320,10999,other,162,2.2,Petrol,yes,2002
Audi,Q7,23500,crossover,119,4.2,Gas,yes,2007
BMW,X5,24500,crossover,170,4.8,Gas,yes,2007
Mitsubishi,Virage,6000,sedan,150,1.8,Gas,yes,2004
Mitsubishi,Pajero Wagon,17500,crossover,194,3.2,Diesel,yes,2008
Toyota,Avensis,9300,sedan,107,1.8,Gas,yes,2007
BMW,330,3500,vagon,280,3,Diesel,no,2001
BMW,X3,41500,vagon,42,2,Petrol,yes,2012
Volkswagen,T5 (Transporter),10300,other,215,1.9,Other,yes,2007
Mercedes-Benz,GLE-Class,NA,crossover,1,3,Petrol,yes,2015
Audi,A6 Allroad,2200,vagon,280,2.5,Diesel,no,2002
Renault,Duster,19692.08,crossover,0,1.5,Diesel,yes,2016
Renault,Kangoo,7850,van,187,1.5,Diesel,yes,2010
Mercedes-Benz,S 350,NA,sedan,42,3,Diesel,yes,2014
Volkswagen,Golf III,3950,hatch,280,NA,Gas,yes,1996
Toyota,Land Cruiser 105,20000,crossover,94,4.5,Petrol,yes,2005
Audi,A6,3800,sedan,253,2.5,Diesel,no,1998
BMW,530,13700,sedan,254,3,Diesel,yes,2003
Toyota,Rav 4,31000,crossover,86,2.2,Diesel,yes,2014
Volkswagen,T5 (Transporter),14400,van,237,2,Diesel,yes,2010
BMW,316,4700,sedan,200,NA,Petrol,yes,1996
Toyota,Auris,17500,hatch,45,1.6,Petrol,yes,2014
Renault,Logan,10396.23,vagon,1,1.2,Petrol,yes,2015
BMW,X5,27800,crossover,140,3,Diesel,yes,2009
Volkswagen,Golf IV,5800,sedan,200,1.4,Petrol,yes,2000
Renault,Grand Scenic,5800,vagon,200,1.46,Diesel,yes,2008
Audi,A6,21500,vagon,165,2,Diesel,yes,2010
Volkswagen,Passat B4,3600,sedan,330,2.8,Gas,yes,1994
BMW,735,6500,sedan,388,3.5,Petrol,yes,1998
Volkswagen,Caddy,10700,vagon,171,1.9,Diesel,yes,2010
BMW,320,3100,sedan,280,2,Diesel,no,1999
Mercedes-Benz,B-Class Electric Drive,38800,hatch,8,NA,Other,yes,2015
Mercedes-Benz,E-Class,1350,vagon,240,2.5,Diesel,no,1992
Renault,Trafic,NA,van,150,2.5,Diesel,yes,2007
Mercedes-Benz,Sprinter 208,4500,other,525,2.3,Diesel,yes,1995
Mercedes-Benz,CLS 400,99000,sedan,0,3,Petrol,yes,2016
Mercedes-Benz,250,5600,vagon,355,2.5,Diesel,yes,1996
Mercedes-Benz,S 430,8500,sedan,388,4.3,Gas,yes,2000
BMW,X1,24000,crossover,108,2,Diesel,yes,2012
Mitsubishi,Lancer X,9300,sedan,95,2,Petrol,yes,2008
Toyota,Camry,15700,sedan,125,3.5,Petrol,yes,2008
Volkswagen,Polo,9600,sedan,106,1.6,Petrol,yes,2011
Volkswagen,Passat B7,21000,other,93,2,Diesel,yes,2012
Mercedes-Benz,C-Class,3500,sedan,303,2.2,Diesel,no,2000
Toyota,FJ Cruiser,45500,crossover,65,4,Gas,yes,2010
Audi,Q7,20900,crossover,185,4.2,Petrol,yes,2006
Mercedes-Benz,CLK 230,6999,other,168,2.3,Petrol,yes,2001
Mitsubishi,Lancer X,7999,sedan,112,2,Petrol,yes,2008
BMW,730,6500,sedan,1,3,Petrol,yes,1995
BMW,530,29500,sedan,230,3,Diesel,yes,2011
Renault,Trafic,10300,van,138,2,Diesel,yes,2011
Volkswagen,LT,6000,other,1,2.5,Diesel,yes,1999
Volkswagen,Passat B5,3300,vagon,193,1.9,Diesel,no,2003
Volkswagen,Passat B5,2400,vagon,320,1.9,Diesel,no,2000
Audi,A6,23900,sedan,180,3,Diesel,yes,2009
Volkswagen,Passat B6,9300,sedan,148,2,Petrol,yes,2006
Mitsubishi,Lancer,1699,hatch,294,1.6,Gas,yes,1992
Volkswagen,Touareg,34000,crossover,92,3,Diesel,yes,2012
Toyota,Rav 4,14500,other,82,2,Gas,yes,2007
Volkswagen,Polo,10400,sedan,78,1.6,Petrol,yes,2012
BMW,535,6100,sedan,266,3.5,Petrol,no,1997
Volkswagen,Caddy,7200,other,177,1.9,Diesel,yes,2010
Mercedes-Benz,Vito,14000,other,144,2.2,Diesel,yes,2009
Mercedes-Benz,CL 500,8900,other,213,5,Other,yes,1999
BMW,116,22100,hatch,42,1.6,Petrol,yes,2013
Mercedes-Benz,Sprinter 316,33500,van,0,NA,Diesel,yes,2015
Mercedes-Benz,S 350,NA,sedan,20,3,Diesel,yes,2015
Toyota,Tundra,33950,other,65,5.7,Petrol,yes,2013
BMW,525,3499,sedan,101,2.5,Petrol,yes,1990
Audi,Q5,28500,crossover,74,2,Petrol,yes,2010
BMW,X5,8800,crossover,284,3,Diesel,no,2004
Volkswagen,Golf VII,17200,other,15,1.2,Petrol,yes,2014
Audi,A6,3000,sedan,278,2.5,Diesel,no,1999
Toyota,Camry,25800,sedan,58,2.5,Petrol,yes,2015
Mercedes-Benz,S 550,18500,sedan,143,5.5,Petrol,yes,2007
Volkswagen,Caddy,28793.04,van,0,1.6,Diesel,yes,2016
BMW,520,42900,sedan,2,2,Petrol,yes,2016
Toyota,Avensis,11800,sedan,90,1.8,Petrol,yes,2008
Renault,Kangoo,7100,van,171,1.5,Diesel,yes,2013
Volkswagen,Passat CC,22000,sedan,26,1.8,Petrol,yes,2011
Volkswagen,Golf II,2700,hatch,400,1.8,Gas,yes,1989
Toyota,Celica,7000,other,220,1.8,Petrol,yes,2001
BMW,X5,6499,other,230,3,Diesel,no,2002
Volkswagen,Passat B7,15700,sedan,110,1.8,Petrol,yes,2011
Mitsubishi,Lancer X,8100,sedan,113,2,Petrol,yes,2007
Mercedes-Benz,ML 320,12200,other,287,3.2,Petrol,yes,2000
Renault,Symbol,5400,sedan,96,1.4,Petrol,yes,2007
Mercedes-Benz,220,5400,sedan,285,2.2,Diesel,no,2002
Volkswagen,Sharan,7700,vagon,287,1.9,Diesel,yes,2002
BMW,750,34000,sedan,115,5,Petrol,yes,2008
Audi,A6,3900,sedan,302,1.9,Diesel,no,2002
Mercedes-Benz,S 500,15000,sedan,240,5,Petrol,yes,2004
Volkswagen,Passat B6,8999,sedan,120,2,Petrol,yes,2008
Volkswagen,Passat B3,2400,sedan,268,99.99,Petrol,yes,1989
Mitsubishi,Lancer X,6300,sedan,116,1.5,Petrol,yes,2008
Volkswagen,Touran,7999,van,210,1.6,Gas,yes,2004
Toyota,Land Cruiser Prado,25200,crossover,128,4,Gas,yes,2007
BMW,520,26999,sedan,131,2,Diesel,yes,2011
Mercedes-Benz,E-Class,4000,sedan,460,2,Petrol,yes,1991
Audi,A6,16000,sedan,180,3,Diesel,yes,2006
Mitsubishi,Lancer X,9200,sedan,115,2,Petrol,yes,2008
Volkswagen,Caddy,7000,van,250,2,Diesel,yes,2004
Toyota,Land Cruiser 200,85000,crossover,1,4.5,Diesel,yes,2016
Volkswagen,Passat B3,3200,sedan,320,1.8,Gas,yes,1990
Renault,Megane,11000,hatch,127,1.5,Diesel,yes,2012
Mercedes-Benz,Vito,13900,other,225,NA,Other,yes,2008
Mitsubishi,Outlander,10500,crossover,187,2.4,Gas,yes,2008
BMW,320,17500,sedan,102,2,Petrol,yes,2011
Renault,Megane,7200,vagon,224,1.5,Diesel,yes,2004
Toyota,Camry,8400,sedan,195,2.4,Gas,yes,2004
Volkswagen,Caddy,8350,van,1,1.6,Diesel,yes,2011
Audi,A4,3200,vagon,244,2,Other,no,2006
Toyota,Camry,11999,sedan,147,2.4,Petrol,yes,2010
Toyota,Land Cruiser 200,29900,crossover,144,4,Gas,yes,2008
BMW,730,11500,sedan,290,3,Diesel,yes,2001
Audi,A6,NA,vagon,156,3,Diesel,yes,2009
Mitsubishi,Outlander XL,13900,vagon,93,3,Gas,yes,2007
Mercedes-Benz,E-Class,NA,sedan,300,2.6,Petrol,yes,2002
Renault,Kangoo,5000,van,245,1.5,Diesel,yes,2003
Toyota,Corolla,2350,hatch,211,1.3,Petrol,yes,1987
Volkswagen,Caddy,12900,van,127,1.6,Diesel,yes,2011
Mercedes-Benz,Vito,8650,van,344,2.2,Diesel,yes,2006
Toyota,Venza,22900,crossover,132,2.7,Gas,yes,2012
Mercedes-Benz,Vito,13500,van,290,2.2,Diesel,yes,2007
Audi,Q5,39999,crossover,45,2,Diesel,yes,2014
Audi,80,2850,sedan,350,NA,Gas,yes,1988
Volkswagen,Passat B5,3300,sedan,250,1.9,Diesel,no,2000
Audi,Q5,32500,crossover,108,2,Diesel,yes,2012
Mitsubishi,Outlander XL,13300,crossover,135,3,Petrol,yes,2009
Volkswagen,Passat B5,2900,vagon,257,1.9,Diesel,no,2003
Volkswagen,Passat B3,2900,sedan,315,1.6,Gas,yes,1990
Mercedes-Benz,ML 350,21000,crossover,208,3.5,Petrol,yes,2007
Mercedes-Benz,GLE-Class,NA,crossover,1,3,Petrol,yes,2016
Toyota,Land Cruiser 200,89000,crossover,61,4.5,Diesel,yes,2011
Volkswagen,Tiguan,23500,crossover,48,2,Diesel,yes,2012
Mitsubishi,Space Wagon,4200,van,350,1.8,Gas,yes,1992
Mercedes-Benz,G 55 AMG,70500,crossover,99,5.5,Petrol,yes,2009
Mercedes-Benz,GLS 400,124000,crossover,0,4,Petrol,yes,2016
Audi,Q3,39999,crossover,45,2,Diesel,yes,2014
Mercedes-Benz,200,1999,sedan,400,2.2,Diesel,no,2000
Mercedes-Benz,Sprinter 313,14300,other,175,2.2,Diesel,yes,2013
Toyota,Camry,13500,sedan,139,2.4,Gas,yes,2008
Toyota,Camry,13300,sedan,104,2.4,Petrol,yes,2007
Toyota,Yaris,8200,hatch,82,1.3,Petrol,yes,2006
Renault,Grand Scenic,12000,van,137,1.5,Diesel,yes,2012
Renault,Laguna,2150,vagon,199,1.9,Diesel,no,2003
Toyota,Rav 4,29000,vagon,60,2.2,Diesel,yes,2013
Mercedes-Benz,Vito,9500,van,280,2.2,Diesel,yes,2005
Volkswagen,T5 (Transporter),NA,van,146,2.5,Diesel,yes,2009
Volkswagen,Touran,10600,van,120,2,Diesel,yes,2007
Mercedes-Benz,Vito,12500,van,238,2.2,Diesel,yes,2008
Mitsubishi,Pajero Wagon,10200,crossover,269,3.2,Diesel,yes,2002
Toyota,Land Cruiser 200,NA,crossover,1,4.5,Diesel,yes,2016
Mercedes-Benz,E-Class,50250,sedan,0,2.2,Diesel,yes,2015
Volkswagen,Caddy,8900,van,100,1.4,Gas,yes,2009
Mercedes-Benz,Vito,5500,other,220,2.2,Diesel,yes,2002
BMW,520,45500,sedan,42,2,Diesel,yes,2014
Renault,Trafic,10499,other,146,2,Diesel,yes,2012
Mercedes-Benz,GLE-Class,99999,crossover,0,2.99,Diesel,yes,2016
Renault,Trafic,9100,van,166,2,Diesel,yes,2012
Mercedes-Benz,S 320,24500,sedan,180,3.2,Diesel,yes,2008
BMW,X5,63500,crossover,1,2,Diesel,yes,2016
BMW,530,3600,sedan,221,3,Diesel,no,2002
Renault,Koleos,12900,crossover,89,2.5,Petrol,yes,2010
Renault,Logan,6400,sedan,51,1.6,Petrol,yes,2011
BMW,530,8800,sedan,287,3,Petrol,yes,2001
Renault,Symbol,7199,sedan,104,1.5,Diesel,yes,2010
Renault,Kangoo,3300,van,250,1.5,Diesel,yes,2005
Audi,100,2400,sedan,305,2.3,Gas,yes,1989
Volkswagen,Polo,8400,hatch,60,1.39,Petrol,yes,2007
Toyota,Land Cruiser 200,NA,crossover,0,4.5,Diesel,yes,2016
Mitsubishi,Lancer X,7600,sedan,180,2,Gas,yes,2008
Renault,Kangoo,3800,van,196,1.9,Diesel,yes,1998
Mercedes-Benz,S 350,13100,sedan,160,3.7,Petrol,yes,2003
Toyota,Venza,21950,crossover,141,2.7,Gas,yes,2010
Renault,Trafic,8800,van,205,1.9,Diesel,yes,2006
Toyota,Yaris,10500,hatch,17,1,Petrol,yes,2016
Mitsubishi,Pajero Sport,24000,crossover,20,2.5,Diesel,yes,2013
Toyota,Camry,11800,sedan,189,2.4,Gas,yes,2007
Mercedes-Benz,E-Class,20300,sedan,198,1.8,Gas,yes,2011
Toyota,Auris,11600,hatch,24,1.6,Petrol,yes,2009
Mercedes-Benz,ML 350,22000,crossover,225,3.5,Gas,yes,2007
Mercedes-Benz,E-Class,15800,sedan,231,3.5,Gas,yes,2005
Mercedes-Benz,Vito,13500,van,97,2.2,Diesel,yes,2013
Mitsubishi,Outlander XL,16500,crossover,150,3.5,Gas,yes,2008
Mercedes-Benz,Viano,25000,van,156,NA,Other,yes,2012
Volkswagen,Multivan,40000,other,170,2,Diesel,yes,2011
Mitsubishi,Outlander,9500,crossover,150,2,Gas,yes,2007
Renault,Kangoo,6300,van,149,1.5,Other,yes,2011
BMW,525,4999,sedan,256,2.5,Diesel,no,2001
Toyota,Land Cruiser 100,14990,crossover,280,4.2,Diesel,yes,2000
Audi,A4,16400,vagon,152,2,Diesel,yes,2011
Mercedes-Benz,ML 63 AMG,21300,crossover,190,6.3,Petrol,yes,2007
Audi,A5,24996,sedan,98,3.2,Petrol,yes,2009
Volkswagen,Jetta,22900,sedan,45,2,Petrol,yes,2013
Toyota,Corolla,8300,hatch,136,1.6,Petrol,yes,2007
Audi,A6 Allroad,12900,vagon,255,2.5,Diesel,yes,2005
Volkswagen,Passat B6,12199,vagon,149,2,Diesel,yes,2008
Audi,A6 Allroad,9999,vagon,198,2.7,Petrol,yes,2003
Mercedes-Benz,G 63 AMG,35500,crossover,99,5,Gas,yes,2005
Mitsubishi,Pajero Sport,11500,crossover,170,3,Gas,yes,2005
Mercedes-Benz,S 350,38500,sedan,134,3,Diesel,yes,2010
Mercedes-Benz,Vito,5500,other,250,2.2,Diesel,yes,2002
Volkswagen,Caddy,9400,van,124,2,Gas,yes,2008
Volkswagen,Caddy,8400,van,143,1.6,Diesel,yes,2011
Audi,A6,2650,vagon,268,2.5,Diesel,no,2000
Toyota,Camry,12000,sedan,133,2.4,Gas,yes,2008
Mercedes-Benz,C-Class,7500,sedan,187,2,Gas,yes,2001
Volkswagen,Golf VII,25900,hatch,35,2,Diesel,yes,2015
Volkswagen,Passat B5,7500,sedan,280,1.8,Other,yes,2005
Mercedes-Benz,S 600,35000,other,147,6,Petrol,yes,2001
Audi,A6,6200,vagon,316,2.6,Gas,yes,1997
Volkswagen,Vento,1550,sedan,161,1.8,Petrol,no,1994
Mercedes-Benz,Vito,6500,van,450,2.3,Diesel,yes,1996
Volkswagen,Passat B6,8999,vagon,161,2,Diesel,yes,2008
Mitsubishi,ASX,21000,crossover,29,2,Gas,yes,2014
Mercedes-Benz,Sprinter 313,8800,other,575,2.2,Diesel,yes,2006
Volkswagen,Polo,13500,hatch,48,1.4,Petrol,yes,2012
Toyota,Hiace,3300,van,345,2.4,Diesel,yes,1992
Mercedes-Benz,E-Class,5990,sedan,400,2,Gas,yes,1998
Mercedes-Benz,ML 270,14800,crossover,242,2.7,Diesel,yes,2005
Mercedes-Benz,GL 350,NA,crossover,1,3,Diesel,yes,2016
Mercedes-Benz,C-Class,47000,sedan,0,1.6,Petrol,yes,2016
Volkswagen,Passat B5,7990,sedan,180,1.8,Gas,yes,2005
Volkswagen,Passat B6,8999,sedan,120,1.9,Diesel,yes,2007
Volkswagen,Jetta,23999,sedan,0,1.6,Diesel,yes,2016
Audi,A6,6500,vagon,421,2.5,Diesel,yes,1996
Toyota,Avensis,14000,sedan,1,1.8,Petrol,yes,2008
Audi,Q7,23500,crossover,116,4.2,Petrol,yes,2008
Renault,Fluence,9500,sedan,89,1.6,Petrol,yes,2012
Mercedes-Benz,S 350,125000,sedan,18,3,Diesel,yes,2015
Volkswagen,Caddy,9000,van,181,1.6,Diesel,yes,2011
Mitsubishi,Lancer,2300,sedan,523,1.8,Diesel,yes,1989
Volkswagen,Polo,10650,sedan,65,1.6,Petrol,yes,2013
Audi,A6,6399,vagon,230,2.5,Diesel,yes,1999
Mitsubishi,Lancer X,7500,sedan,140,1.5,Petrol,yes,2007
Volkswagen,Caddy,6450,van,220,NA,Other,yes,2004
Volkswagen,Caddy,10200,van,105,1.6,Diesel,yes,2014
Mercedes-Benz,E-Class,3300,sedan,200,2.7,Diesel,no,2000
Mercedes-Benz,E-Class,8300,sedan,175,2,Petrol,yes,2001
Volkswagen,Caddy,7400,van,168,1.9,Diesel,yes,2005
Toyota,Rav 4,28600,crossover,66,2.2,Diesel,yes,2013
Audi,A8,2800,sedan,230,2.8,Petrol,yes,1997
BMW,535,38000,crossover,223,3,Diesel,yes,2011
Toyota,Prius,11000,hatch,74,1.4,Other,yes,2010
Audi,S8,11800,sedan,240,4.2,Gas,yes,2001
Renault,Trafic,9500,van,275,2,Diesel,yes,2008
BMW,X1,23700,crossover,117,2,Diesel,yes,2010
Mercedes-Benz,CL 550,35000,other,135,5.5,Petrol,yes,2008
Volkswagen,Golf Variant,11000,vagon,171,1.9,Diesel,yes,2009
BMW,X5,25800,crossover,205,3,Diesel,yes,2008
Renault,Trafic,13200,van,230,2,Diesel,yes,2009
Toyota,Yaris,4650,hatch,170,1,Petrol,yes,2002
Mercedes-Benz,Vito,8300,van,337,2.2,Diesel,yes,2002
Mitsubishi,Pajero Wagon,18900,crossover,106,3.8,Gas,yes,2007
Mitsubishi,Galant,12750,sedan,59,2.4,Petrol,yes,2009
Mercedes-Benz,Smart,3800,other,107,0.6,Petrol,yes,2000
Volkswagen,Caddy,11500,other,189,2,Diesel,yes,2011
Mercedes-Benz,Vito,4600,van,200,2.2,Diesel,yes,2000
BMW,316,1550,sedan,300,NA,Gas,no,1994
Renault,Kangoo,7899,van,129,1.5,Other,yes,2014
Mercedes-Benz,GLE-Class,70999,crossover,0,2.2,Diesel,yes,2016
Toyota,Camry,8800,sedan,300,2.4,Petrol,yes,2004
Renault,Logan,8250,sedan,16,1.2,Petrol,yes,2014
Toyota,Rav 4,21500,crossover,89,2,Petrol,yes,2012
Toyota,Land Cruiser 200,195000,crossover,0,4.5,Diesel,yes,2016
Renault,Laguna,2400,hatch,1,2,Petrol,no,2002
Volkswagen,T5 (Transporter),12500,other,160,2.5,Other,yes,2006
Mercedes-Benz,A 170,2499,hatch,201,1.7,Diesel,no,2001
BMW,525,14990,sedan,135,2.5,Petrol,yes,2005
Audi,A6,NA,sedan,166,3,Gas,yes,2005
Mitsubishi,Lancer,8260,sedan,65,1.5,Petrol,yes,2011
BMW,520,6800,sedan,230,2,Petrol,yes,1998
Mercedes-Benz,G 500,NA,crossover,131,5,Petrol,yes,2008
Mitsubishi,Space Star,1999,van,168,1.8,Petrol,no,2001
BMW,328,8500,other,265,2.8,Gas,yes,1998
Toyota,FJ Cruiser,24800,crossover,90,4,Petrol,yes,2008
Mitsubishi,Outlander XL,11800,crossover,120,3,Petrol,yes,2008
Mercedes-Benz,S 350,35500,sedan,100,3.5,Petrol,yes,2010
Mercedes-Benz,Vito,9400,van,250,2.2,Diesel,yes,2005
Volkswagen,Jetta,14900,sedan,73,NA,Petrol,yes,2012
Volkswagen,Amarok,NA,other,28,2,Diesel,yes,2015
Mercedes-Benz,E-Class,14899,other,209,3,Diesel,yes,2006
Volkswagen,Passat B7,15500,sedan,178,2,Diesel,no,2013
Renault,Espace,2200,van,290,2.2,Diesel,no,1999
Volkswagen,Polo,8950,sedan,133,1.6,Petrol,yes,2012
BMW,530,17800,vagon,159,3,Diesel,yes,2008
Audi,A8,85555,sedan,40,3,Diesel,yes,2015
Volkswagen,Jetta,2000,sedan,300,1.3,Petrol,yes,1988
Mercedes-Benz,SL 500 (550),20500,sedan,56,5,Other,yes,2003
Toyota,Land Cruiser Prado,30990,crossover,68,2.7,Gas,yes,2012
Toyota,Tacoma,39900,crossover,11,4,Petrol,yes,2013
BMW,325,21900,other,25,2.5,Petrol,yes,2007
Mercedes-Benz,S 350,NA,sedan,16,3,Diesel,yes,2014
Mercedes-Benz,S 500,185555,other,0,4.7,Petrol,yes,2016
Toyota,Prius,12400,hatch,52,1.4,Other,yes,2012
Mercedes-Benz,CLK 200,5000,other,200,2,Petrol,yes,1998
Volkswagen,Passat B3,3200,sedan,367,2,Petrol,yes,1991
BMW,528,6500,sedan,300,2.8,Gas,yes,1997
Mercedes-Benz,B 200,13600,hatch,147,2,Diesel,yes,2008
BMW,645,19990,other,164,NA,Gas,yes,2004
Audi,Q7,23500,crossover,245,3,Diesel,yes,2007
Audi,A6,15499,sedan,177,2,Diesel,yes,2007
Mercedes-Benz,E-Class,12950,sedan,197,2.7,Diesel,yes,2002
Volkswagen,Jetta,1800,sedan,250,NA,Petrol,yes,1991
Toyota,Camry,23500,sedan,80,2.5,Gas,yes,2014
BMW,118,NA,hatch,107,2,Petrol,yes,2006
Renault,Megane,5950,hatch,200,1.5,Diesel,yes,2005
Mitsubishi,Galant,2900,hatch,300,1.8,Petrol,yes,1989
Mercedes-Benz,Vito,5000,van,400,2.2,Diesel,yes,1999
Mercedes-Benz,E-Class,1200,sedan,240,2.4,Petrol,no,1999
Volkswagen,Caddy,6500,sedan,190,1.9,Diesel,yes,2006
Volkswagen,Touareg,51900,crossover,30,3,Diesel,yes,2015
BMW,X5,104999,crossover,2,3,Diesel,yes,2016
Renault,Kangoo,4650,van,165,1.5,Diesel,yes,2003
Mitsubishi,ASX,16000,crossover,59,NA,Petrol,yes,2012
Audi,A6,12500,sedan,165,2.4,Petrol,yes,2006
Volkswagen,Passat B6,10250,sedan,144,2,Diesel,yes,2008
Audi,A5,23500,other,83,2,Petrol,yes,2009
Volkswagen,T6 (Transporter),17777,van,250,2,Diesel,yes,2010
Mercedes-Benz,320,8300,sedan,233,3.2,Diesel,yes,2001
Mercedes-Benz,S 500,39900,sedan,84,5.5,Petrol,yes,2011
Mercedes-Benz,Sprinter 210,5200,van,400,2.9,Diesel,yes,1999
Audi,A6,31500,sedan,140,2,Diesel,yes,2012
BMW,325,4800,sedan,11,2.5,Diesel,yes,1994
Volkswagen,T4 (Transporter),7700,other,290,NA,Diesel,yes,2000
Volkswagen,Tiguan,21550,crossover,58,1.4,Petrol,yes,2014
Audi,Q7,42900,crossover,140,3,Diesel,yes,2013
Audi,A6,2600,sedan,160,2.5,Diesel,no,2002
Volkswagen,Touran,31310,van,0,2,Diesel,yes,2014
Volkswagen,T5 (Transporter),11800,van,230,1.9,Diesel,yes,2009
Mercedes-Benz,V 250,107000,van,0,2.2,Diesel,yes,2016
Toyota,Land Cruiser Prado,14800,crossover,150,NA,Gas,yes,2006
BMW,530,9800,sedan,264,3,Diesel,yes,2001
Volkswagen,Caddy,7950,van,144,2,Gas,yes,2012
Mercedes-Benz,ML 320,9000,crossover,220,3.2,Gas,yes,1999
BMW,735,7400,sedan,279,3.5,Gas,yes,1998
Toyota,Camry,24000,sedan,60,2.5,Gas,yes,2014
Mercedes-Benz,E-Class,4800,sedan,199,3.2,Diesel,yes,1999
Toyota,Land Cruiser Prado,22000,crossover,155,2.7,Gas,yes,2008
BMW,X3,42500,crossover,29,3,Petrol,yes,2011
Toyota,Land Cruiser 200,17200,crossover,149,4.7,Petrol,yes,2008
Renault,Kangoo,8100,crossover,90,1.9,Diesel,yes,2005
Volkswagen,Touareg,37900,crossover,73,3,Diesel,yes,2012
Volkswagen,Passat B7,30000,sedan,67,2,Diesel,yes,2013
Volkswagen,T4 (Transporter),7700,van,247,1.9,Diesel,yes,2002
BMW,535,32500,sedan,148,3,Petrol,yes,2011
BMW,X5,18700,crossover,260,3,Diesel,yes,2006
Renault,Master,8100,van,219,2.5,Diesel,yes,2010
Toyota,Yaris,5050,hatch,138,1,Petrol,yes,2001
Mercedes-Benz,Vito,11800,van,165,2.2,Diesel,yes,2012
Mercedes-Benz,GL 350,68700,crossover,980,3,Diesel,yes,2013
Audi,A4,2000,sedan,360,1.6,Other,no,1996
Mercedes-Benz,S 500,NA,other,24,4.7,Petrol,yes,2014
Mercedes-Benz,S 500,19200,sedan,173,5,Petrol,yes,2007
BMW,750,16400,sedan,187,4.8,Gas,yes,2007
BMW,525,6300,sedan,330,2.5,Petrol,yes,1999
Mitsubishi,Pajero Wagon,15000,crossover,295,2.8,Diesel,yes,2004
Toyota,Land Cruiser Prado,23000,other,211,4,Gas,yes,2007
Mercedes-Benz,E-Class,23700,sedan,86,1.8,Gas,yes,2013
BMW,525,11900,sedan,160,2.5,Petrol,yes,2005
Audi,A6,7900,sedan,274,1.8,Gas,yes,2003
Mercedes-Benz,S 320,4400,sedan,308,3.2,Gas,no,2000
Volkswagen,Caddy,9900,other,181,1.6,Diesel,yes,2012
Volkswagen,Polo,6900,hatch,113,1.4,Petrol,yes,2003
Mercedes-Benz,GL 550,NA,crossover,63,5.5,Petrol,yes,2011
Mercedes-Benz,GLE-Class,71999,crossover,0,2.2,Diesel,yes,2016
BMW,X5,11800,crossover,210,3,Diesel,no,2006
